,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
196,databricks,"principal product marketing manager, ai & machine learning",full time,senior,62.0,"computer science,data analytics,databricks,engineering,excel,llms","career development,conferences,flex hours,flex vacation,health care",False,ml engineer
197,locus robotics,technical support specialist (robotics) - eu - remote,full time,entry,35.0,"computer science,e-commerce,engineering,jira,robotics",none,False,ai engineer
198,uni systems,data architect,full time,mid,135.0,"architecture,computer science,data governance,data management,security",career development,False,data architect
199,charger logistics inc,operations data analyst (tableau),full time,mid,65.0,"agile,scrum,tableau","career development,competitive pay,health care,insurance",False,devops engineer
200,databricks,head of applied ai/ml,full time,executive,81.0,"architecture,databricks,engineering,excel,industrial,llms","career development,conferences,startup environment,team events",False,ml engineer
201,veritone,data analytics engineer,full time,senior,0.0,"agile,apis,aws,business analytics,business intelligence,data analytics","401(k) matching,career development,competitive pay,equity,flex hours",False,data analyst
202,zoox,software engineer - autonomy metrics,full time,senior,179.0,"computer science,databricks,machine learning,python,robotics,scala","career development,equity,health care,insurance,salary bonus",False,software engineer
203,vericast,product manager- data visualization & analytics,full time,none,100.0,"business intelligence,data visualization,excel,finance,security","career development,flex hours,flex vacation,health care,insurance",False,data analyst
204,western digital,data science in product design engineering,full time,entry,35.0,"computer science,data analysis,data analytics,engineering,javascript,python",none,False,data scientist
205,onfido,senior director of product - machine learning,full time,senior,56.0,"data analysis,engineering,fintech,machine learning,market research,privacy","career development,competitive pay,conferences,fitness / gym,gear",True,ml engineer
206,agoda,"senior data analyst (bangkok based, relocation provided)",full time,senior,92.0,"a/b testing,banking,business intelligence,computer science,consulting,data analysis",career development,False,data analyst
207,sigma defense,operations planner data management technician,full time,senior,80.0,"architecture,data management,excel,security","career development,competitive pay,flex vacation,health care,insurance",False,devops engineer
208,publicis groupe,senior associate data engineering,full time,mid,0.0,"agile,architecture,aws,azure,bigquery,bigtable","career development,flex hours,flex vacation,parental leave",False,data engineer
209,addepar,data operations client onboarding,full time,senior,49.0,"dataops,engineering,fintech,jira,r,r&d","career development,flex hours,health care,startup environment",False,devops engineer
210,"nuro, inc.",machine learning research scientist - reinforcement learning,full time,entry,167.0,"computer science,deep learning,iclr,icml,machine learning,mathematics","career development,competitive pay,conferences,equity,salary bonus",False,ml engineer
211,scale ai,"machine learning engineer, generative ai",full time,senior,200.0,"aws,deep learning,gcp,machine learning,ml models,model training","career development,conferences,equity,health care",False,ml engineer
212,axiado,machine learning engineer,full time,entry,30.0,"machine learning,ml models,python,r,research,security",career development,False,ml engineer
213,bosch group,data management internship,internship,entry,0.0,"computer science,data management,engineering,excel,industrial,power bi",flex hours,False,data engineer
214,palo alto networks,sr big data engineer,full time,senior,30.0,"agile,architecture,athena,aws,big data,bigquery","career development,medical leave",False,data engineer
215,deloitte,consulting - robotics process automation (rpa) developer,full time,entry,30.0,"consulting,engineering,finance,industrial,javascript,mathematics","career development,flex hours,startup environment",False,ai engineer
216,exoticca,data engineer,full time,mid,73.0,"agile,apis,aws,cx,data management,data pipelines","career development,competitive pay,flex hours,health care,home office stipend",True,data engineer
217,wallbox,data analyst intern,internship,entry,0.0,"economics,engineering,machine learning,mathematics,sql","career development,flex hours,team events",False,data analyst
218,"uworld, llc",data engineer,full time,mid,73.0,"agile,ansible,apis,architecture,aws,azure",career development,False,data engineer
219,assembly,data analyst,full time,entry,48.0,"e-commerce,etl,looker,power bi,sql,tableau",none,False,data analyst
220,hitachi solutions,data engineer with databricks - empower (remote/costa rica-based),full time,senior,115.0,"airflow,architecture,aws,azure,big data,databricks",career development,False,data engineer
221,version 1,databricks and scala engineer geospatial,full time,senior,62.0,"agile,apis,aws,azure,consulting,databricks","career development,health care",False,other
222,lyft,"software engineer, data platform",full time,senior,139.0,"architecture,aws,azure,distributed systems,docker,engineering","equity,health care,insurance,medical leave,parental leave",False,software engineer
223,publicis groupe,senior manager data engineering,full time,senior,129.0,"agile,architecture,aws,azure,bigquery,bigtable","flex hours,flex vacation,parental leave",False,data engineer
224,84.51°,senior data engineer (p3949).,full time,senior,113.0,"agile,architecture,azure,big data,business analytics,cassandra","competitive pay,health care,medical leave,parental leave",False,data engineer
225,vattenfall,junior data engineer customer analytics,full time,entry,59.0,"agile,azure,computer science,databricks,data warehouse,devops","career development,startup environment",False,data engineer
226,shield ai,"chief engineer, autonomy (r2020)",full time,executive,81.0,"architecture,computer science,engineering,machine learning,robotics","career development,equity,salary bonus",False,other
227,komodo health,senior research data analyst,full time,senior,150.0,"genetics,git,pipelines,python,r,research","career development,competitive pay,equity,health care,home office stipend",False,data analyst
228,sportradar,sport data operator,full time,entry,39.0,"data quality,slam,streaming","career development,lunch / meals,team events",False,other
229,kpmg australia,associate director | artificial intelligence lead | kpmg futures,full time,mid,45.0,"finance,research,testing","career development,flex hours,parental leave",False,ai engineer
230,nobleai,research scientist,full time,mid,158.0,"biology,chemistry,computer science,deep learning,keras,machine learning","401(k) matching,career development,equity,flex vacation,health care",False,data scientist
231,iolap,data engineering manager,full time,none,96.0,"agile,aws,azure,consulting,data quality,engineering","career development,equity,flex hours,health care,salary bonus",False,data engineer
232,clari,principal engineer - data integrations,full time,senior,55.0,"architecture,aws,big data,data analytics,data warehouse,engineering","career development,team events",False,other
